CodeArrdt;CodeBV;CodeCirco;CodeInsee;Inscrits;Votants;Exprimés;Liste;Voix;Blancs;Nuls;Procurations
1;1;1;75101;1052;595;587;LE SCORNET;0;7;1;29
1;1;1;75101;1052;595;587;BORDRY;23;7;1;29
1;1;1;75101;1052;595;587;TOPLA;0;7;1;29
1;1;1;75101;1052;595;587;DURAND;60;7;1;29
1;1;1;75101;1052;595;587;VOLGANLI;1;7;1;29
1;1;1;75101;1052;595;587;GHEIOUECHE;7;7;1;29
1;1;1;75101;1052;595;587;LAMASSOURE;137;7;1;29
1;1;1;75101;1052;595;587;FEO;0;7;1;29
1;1;1;75101;1052;595;587;PAILLARD;0;7;1;29
1;1;1;75101;1052;595;587;MBELLA;0;7;1;29
1;1;1;75101;1052;595;587;DE SARNEZ;91;7;1;29
1;1;1;75101;1052;595;587;PATAS D'ILLIERS;0;7;1;29
1;1;1;75101;1052;595;587;GRIMAL;0;7;1;29
1;1;1;75101;1052;595;587;JAMET;15;7;1;29
1;1;1;75101;1052;595;587;GUYOT;7;7;1;29
1;1;1;75101;1052;595;587;DE HAAS;1;7;1;29
1;1;1;75101;1052;595;587;GOVERNATORI;4;7;1;29
1;1;1;75101;1052;595;587;BERÈS;96;7;1;29
1;1;1;75101;1052;595;587;LE HYARIC;19;7;1;29
1;1;1;75101;1052;595;587;MAYEROWITZ;0;7;1;29
1;1;1;75101;1052;595;587;LEPAPE;0;7;1;29
1;1;1;75101;1052;595;587;ASSELINEAU;1;7;1;29
1;1;1;75101;1052;595;587;DELANOË;0;7;1;29
1;1;1;75101;1052;595;587;ARTHAUD;4;7;1;29
1;1;1;75101;1052;595;587;VERMOREL;0;7;1;29
1;1;1;75101;1052;595;587;LARROUTUROU;16;7;1;29
1;1;1;75101;1052;595;587;LEPAGE;14;7;1;29
1;1;1;75101;1052;595;587;DE GOUYON MATIGNON DE PON;0;7;1;29
1;1;1;75101;1052;595;587;BOUTIN;16;7;1;29
1;1;1;75101;1052;595;587;CHAUPRADE;73;7;1;29
1;1;1;75101;1052;595;587;BESANCENOT;2;7;1;29
1;2;1;75101;1061;582;573;LE SCORNET;0;7;2;24
1;2;1;75101;1061;582;573;BORDRY;19;7;2;24
1;2;1;75101;1061;582;573;TOPLA;1;7;2;24
1;2;1;75101;1061;582;573;DURAND;78;7;2;24
1;2;1;75101;1061;582;573;VOLGANLI;2;7;2;24
1;2;1;75101;1061;582;573;GHEIOUECHE;2;7;2;24
1;2;1;75101;1061;582;573;LAMASSOURE;133;7;2;24
1;2;1;75101;1061;582;573;FEO;0;7;2;24
1;2;1;75101;1061;582;573;PAILLARD;0;7;2;24
1;2;1;75101;1061;582;573;MBELLA;0;7;2;24
1;2;1;75101;1061;582;573;DE SARNEZ;81;7;2;24
1;2;1;75101;1061;582;573;PATAS D'ILLIERS;0;7;2;24
1;2;1;75101;1061;582;573;GRIMAL;0;7;2;24
1;2;1;75101;1061;582;573;JAMET;13;7;2;24
1;2;1;75101;1061;582;573;GUYOT;2;7;2;24
1;2;1;75101;1061;582;573;DE HAAS;2;7;2;24
1;2;1;75101;1061;582;573;GOVERNATORI;3;7;2;24
1;2;1;75101;1061;582;573;BERÈS;102;7;2;24
1;2;1;75101;1061;582;573;LE HYARIC;23;7;2;24
1;2;1;75101;1061;582;573;MAYEROWITZ;1;7;2;24
1;2;1;75101;1061;582;573;LEPAPE;0;7;2;24
1;2;1;75101;1061;582;573;ASSELINEAU;1;7;2;24
1;2;1;75101;1061;582;573;DELANOË;0;7;2;24
1;2;1;75101;1061;582;573;ARTHAUD;1;7;2;24
1;2;1;75101;1061;582;573;VERMOREL;4;7;2;24
1;2;1;75101;1061;582;573;LARROUTUROU;24;7;2;24
1;2;1;75101;1061;582;573;LEPAGE;18;7;2;24
1;2;1;75101;1061;582;573;DE GOUYON MATIGNON DE PON;1;7;2;24
1;2;1;75101;1061;582;573;BOUTIN;2;7;2;24
1;2;1;75101;1061;582;573;CHAUPRADE;57;7;2;24
1;2;1;75101;1061;582;573;BESANCENOT;3;7;2;24
1;3;1;75101;1081;561;553;LE SCORNET;0;6;2;29
1;3;1;75101;1081;561;553;BORDRY;15;6;2;29
1;3;1;75101;1081;561;553;TOPLA;0;6;2;29
1;3;1;75101;1081;561;553;DURAND;74;6;2;29
1;3;1;75101;1081;561;553;VOLGANLI;0;6;2;29
1;3;1;75101;1081;561;553;GHEIOUECHE;7;6;2;29
1;3;1;75101;1081;561;553;LAMASSOURE;98;6;2;29
1;3;1;75101;1081;561;553;FEO;0;6;2;29
1;3;1;75101;1081;561;553;PAILLARD;0;6;2;29
1;3;1;75101;1081;561;553;MBELLA;0;6;2;29
1;3;1;75101;1081;561;553;DE SARNEZ;74;6;2;29
1;3;1;75101;1081;561;553;PATAS D'ILLIERS;0;6;2;29
1;3;1;75101;1081;561;553;GRIMAL;0;6;2;29
1;3;1;75101;1081;561;553;JAMET;14;6;2;29
1;3;1;75101;1081;561;553;GUYOT;3;6;2;29
1;3;1;75101;1081;561;553;DE HAAS;4;6;2;29
1;3;1;75101;1081;561;553;GOVERNATORI;14;6;2;29
1;3;1;75101;1081;561;553;BERÈS;124;6;2;29
1;3;1;75101;1081;561;553;LE HYARIC;28;6;2;29
1;3;1;75101;1081;561;553;MAYEROWITZ;0;6;2;29
1;3;1;75101;1081;561;553;LEPAPE;0;6;2;29
1;3;1;75101;1081;561;553;ASSELINEAU;2;6;2;29
1;3;1;75101;1081;561;553;DELANOË;0;6;2;29
1;3;1;75101;1081;561;553;ARTHAUD;1;6;2;29
1;3;1;75101;1081;561;553;VERMOREL;8;6;2;29
1;3;1;75101;1081;561;553;LARROUTUROU;17;6;2;29
1;3;1;75101;1081;561;553;LEPAGE;7;6;2;29
1;3;1;75101;1081;561;553;DE GOUYON MATIGNON DE PON;0;6;2;29
1;3;1;75101;1081;561;553;BOUTIN;4;6;2;29
1;3;1;75101;1081;561;553;CHAUPRADE;56;6;2;29
1;3;1;75101;1081;561;553;BESANCENOT;3;6;2;29
1;4;1;75101;1245;635;624;LE SCORNET;0;11;0;32
1;4;1;75101;1245;635;624;BORDRY;9;11;0;32
1;4;1;75101;1245;635;624;TOPLA;3;11;0;32
1;4;1;75101;1245;635;624;DURAND;108;11;0;32
1;4;1;75101;1245;635;624;VOLGANLI;0;11;0;32
1;4;1;75101;1245;635;624;GHEIOUECHE;7;11;0;32
1;4;1;75101;1245;635;624;LAMASSOURE;137;11;0;32
1;4;1;75101;1245;635;624;FEO;1;11;0;32
1;4;1;75101;1245;635;624;PAILLARD;0;11;0;32
1;4;1;75101;1245;635;624;MBELLA;0;11;0;32
1;4;1;75101;1245;635;624;DE SARNEZ;70;11;0;32
1;4;1;75101;1245;635;624;PATAS D'ILLIERS;0;11;0;32
1;4;1;75101;1245;635;624;GRIMAL;0;11;0;32
1;4;1;75101;1245;635;624;JAMET;14;11;0;32
1;4;1;75101;1245;635;624;GUYOT;3;11;0;32
1;4;1;75101;1245;635;624;DE HAAS;3;11;0;32
1;4;1;75101;1245;635;624;GOVERNATORI;13;11;0;32
1;4;1;75101;1245;635;624;BERÈS;99;11;0;32
1;4;1;75101;1245;635;624;LE HYARIC;36;11;0;32
1;4;1;75101;1245;635;624;MAYEROWITZ;0;11;0;32
1;4;1;75101;1245;635;624;LEPAPE;0;11;0;32
1;4;1;75101;1245;635;624;ASSELINEAU;1;11;0;32
1;4;1;75101;1245;635;624;DELANOË;0;11;0;32
1;4;1;75101;1245;635;624;ARTHAUD;5;11;0;32
1;4;1;75101;1245;635;624;VERMOREL;8;11;0;32
1;4;1;75101;1245;635;624;LARROUTUROU;28;11;0;32
1;4;1;75101;1245;635;624;LEPAGE;17;11;0;32
1;4;1;75101;1245;635;624;DE GOUYON MATIGNON DE PON;1;11;0;32
1;4;1;75101;1245;635;624;BOUTIN;3;11;0;32
1;4;1;75101;1245;635;624;CHAUPRADE;53;11;0;32
1;4;1;75101;1245;635;624;BESANCENOT;5;11;0;32
1;5;1;75101;969;527;524;LE SCORNET;0;3;0;21
1;5;1;75101;969;527;524;BORDRY;9;3;0;21
1;5;1;75101;969;527;524;TOPLA;0;3;0;21
1;5;1;75101;969;527;524;DURAND;77;3;0;21
1;5;1;75101;969;527;524;VOLGANLI;0;3;0;21
1;5;1;75101;969;527;524;GHEIOUECHE;2;3;0;21
1;5;1;75101;969;527;524;LAMASSOURE;119;3;0;21
1;5;1;75101;969;527;524;FEO;0;3;0;21
1;5;1;75101;969;527;524;PAILLARD;0;3;0;21
1;5;1;75101;969;527;524;MBELLA;0;3;0;21
1;5;1;75101;969;527;524;DE SARNEZ;68;3;0;21
1;5;1;75101;969;527;524;PATAS D'ILLIERS;2;3;0;21
1;5;1;75101;969;527;524;GRIMAL;0;3;0;21
1;5;1;75101;969;527;524;JAMET;6;3;0;21
1;5;1;75101;969;527;524;GUYOT;2;3;0;21
1;5;1;75101;969;527;524;DE HAAS;4;3;0;21
1;5;1;75101;969;527;524;GOVERNATORI;5;3;0;21
1;5;1;75101;969;527;524;BERÈS;118;3;0;21
1;5;1;75101;969;527;524;LE HYARIC;21;3;0;21
1;5;1;75101;969;527;524;MAYEROWITZ;0;3;0;21
1;5;1;75101;969;527;524;LEPAPE;0;3;0;21
1;5;1;75101;969;527;524;ASSELINEAU;0;3;0;21
1;5;1;75101;969;527;524;DELANOË;0;3;0;21
1;5;1;75101;969;527;524;ARTHAUD;2;3;0;21
1;5;1;75101;969;527;524;VERMOREL;0;3;0;21
1;5;1;75101;969;527;524;LARROUTUROU;19;3;0;21
1;5;1;75101;969;527;524;LEPAGE;10;3;0;21
1;5;1;75101;969;527;524;DE GOUYON MATIGNON DE PON;0;3;0;21
1;5;1;75101;969;527;524;BOUTIN;6;3;0;21
1;5;1;75101;969;527;524;CHAUPRADE;52;3;0;21
1;5;1;75101;969;527;524;BESANCENOT;2;3;0;21
1;6;1;75101;1032;578;566;LE SCORNET;0;7;5;13
1;6;1;75101;1032;578;566;BORDRY;21;7;5;13
1;6;1;75101;1032;578;566;TOPLA;1;7;5;13
1;6;1;75101;1032;578;566;DURAND;69;7;5;13
1;6;1;75101;1032;578;566;VOLGANLI;2;7;5;13
1;6;1;75101;1032;578;566;GHEIOUECHE;3;7;5;13
1;6;1;75101;1032;578;566;LAMASSOURE;136;7;5;13
1;6;1;75101;1032;578;566;FEO;1;7;5;13
1;6;1;75101;1032;578;566;PAILLARD;0;7;5;13
1;6;1;75101;1032;578;566;MBELLA;0;7;5;13
1;6;1;75101;1032;578;566;DE SARNEZ;82;7;5;13
1;6;1;75101;1032;578;566;PATAS D'ILLIERS;0;7;5;13
1;6;1;75101;1032;578;566;GRIMAL;0;7;5;13
1;6;1;75101;1032;578;566;JAMET;11;7;5;13
1;6;1;75101;1032;578;566;GUYOT;1;7;5;13
1;6;1;75101;1032;578;566;DE HAAS;2;7;5;13
1;6;1;75101;1032;578;566;GOVERNATORI;7;7;5;13
1;6;1;75101;1032;578;566;BERÈS;112;7;5;13
1;6;1;75101;1032;578;566;LE HYARIC;18;7;5;13
1;6;1;75101;1032;578;566;MAYEROWITZ;0;7;5;13
1;6;1;75101;1032;578;566;LEPAPE;0;7;5;13
1;6;1;75101;1032;578;566;ASSELINEAU;3;7;5;13
1;6;1;75101;1032;578;566;DELANOË;0;7;5;13
1;6;1;75101;1032;578;566;ARTHAUD;4;7;5;13
1;6;1;75101;1032;578;566;VERMOREL;0;7;5;13
1;6;1;75101;1032;578;566;LARROUTUROU;12;7;5;13
1;6;1;75101;1032;578;566;LEPAGE;21;7;5;13
1;6;1;75101;1032;578;566;DE GOUYON MATIGNON DE PON;0;7;5;13
1;6;1;75101;1032;578;566;BOUTIN;4;7;5;13
1;6;1;75101;1032;578;566;CHAUPRADE;52;7;5;13
1;6;1;75101;1032;578;566;BESANCENOT;4;7;5;13
1;7;1;75101;1061;606;600;LE SCORNET;0;6;0;26
1;7;1;75101;1061;606;600;BORDRY;23;6;0;26
1;7;1;75101;1061;606;600;TOPLA;0;6;0;26
1;7;1;75101;1061;606;600;DURAND;56;6;0;26
1;7;1;75101;1061;606;600;VOLGANLI;0;6;0;26
1;7;1;75101;1061;606;600;GHEIOUECHE;3;6;0;26
1;7;1;75101;1061;606;600;LAMASSOURE;170;6;0;26
1;7;1;75101;1061;606;600;FEO;0;6;0;26
1;7;1;75101;1061;606;600;PAILLARD;0;6;0;26
1;7;1;75101;1061;606;600;MBELLA;0;6;0;26
1;7;1;75101;1061;606;600;DE SARNEZ;79;6;0;26
1;7;1;75101;1061;606;600;PATAS D'ILLIERS;0;6;0;26
1;7;1;75101;1061;606;600;GRIMAL;0;6;0;26
1;7;1;75101;1061;606;600;JAMET;20;6;0;26
1;7;1;75101;1061;606;600;GUYOT;2;6;0;26
1;7;1;75101;1061;606;600;DE HAAS;4;6;0;26
1;7;1;75101;1061;606;600;GOVERNATORI;10;6;0;26
1;7;1;75101;1061;606;600;BERÈS;123;6;0;26
1;7;1;75101;1061;606;600;LE HYARIC;20;6;0;26
1;7;1;75101;1061;606;600;MAYEROWITZ;0;6;0;26
1;7;1;75101;1061;606;600;LEPAPE;0;6;0;26
1;7;1;75101;1061;606;600;ASSELINEAU;1;6;0;26
1;7;1;75101;1061;606;600;DELANOË;0;6;0;26
1;7;1;75101;1061;606;600;ARTHAUD;2;6;0;26
1;7;1;75101;1061;606;600;VERMOREL;3;6;0;26
1;7;1;75101;1061;606;600;LARROUTUROU;15;6;0;26
1;7;1;75101;1061;606;600;LEPAGE;12;6;0;26
1;7;1;75101;1061;606;600;DE GOUYON MATIGNON DE PON;0;6;0;26
1;7;1;75101;1061;606;600;BOUTIN;7;6;0;26
1;7;1;75101;1061;606;600;CHAUPRADE;49;6;0;26
1;7;1;75101;1061;606;600;BESANCENOT;1;6;0;26
1;8;1;75101;876;452;447;LE SCORNET;0;4;1;18
1;8;1;75101;876;452;447;BORDRY;18;4;1;18
1;8;1;75101;876;452;447;TOPLA;0;4;1;18
1;8;1;75101;876;452;447;DURAND;26;4;1;18
1;8;1;75101;876;452;447;VOLGANLI;0;4;1;18
1;8;1;75101;876;452;447;GHEIOUECHE;2;4;1;18
1;8;1;75101;876;452;447;LAMASSOURE;137;4;1;18
1;8;1;75101;876;452;447;FEO;0;4;1;18
1;8;1;75101;876;452;447;PAILLARD;0;4;1;18
1;8;1;75101;876;452;447;MBELLA;0;4;1;18
1;8;1;75101;876;452;447;DE SARNEZ;85;4;1;18
1;8;1;75101;876;452;447;PATAS D'ILLIERS;0;4;1;18
1;8;1;75101;876;452;447;GRIMAL;0;4;1;18
1;8;1;75101;876;452;447;JAMET;16;4;1;18
1;8;1;75101;876;452;447;GUYOT;1;4;1;18
1;8;1;75101;876;452;447;DE HAAS;3;4;1;18
1;8;1;75101;876;452;447;GOVERNATORI;5;4;1;18
1;8;1;75101;876;452;447;BERÈS;68;4;1;18
1;8;1;75101;876;452;447;LE HYARIC;5;4;1;18
1;8;1;75101;876;452;447;MAYEROWITZ;0;4;1;18
1;8;1;75101;876;452;447;LEPAPE;0;4;1;18
1;8;1;75101;876;452;447;ASSELINEAU;1;4;1;18
1;8;1;75101;876;452;447;DELANOË;0;4;1;18
1;8;1;75101;876;452;447;ARTHAUD;1;4;1;18
1;8;1;75101;876;452;447;VERMOREL;2;4;1;18
1;8;1;75101;876;452;447;LARROUTUROU;6;4;1;18
1;8;1;75101;876;452;447;LEPAGE;13;4;1;18
1;8;1;75101;876;452;447;DE GOUYON MATIGNON DE PON;2;4;1;18
1;8;1;75101;876;452;447;BOUTIN;7;4;1;18
1;8;1;75101;876;452;447;CHAUPRADE;49;4;1;18
1;8;1;75101;876;452;447;BESANCENOT;0;4;1;18
1;9;1;75101;910;541;537;LE SCORNET;0;2;2;32
1;9;1;75101;910;541;537;BORDRY;23;2;2;32
1;9;1;75101;910;541;537;TOPLA;0;2;2;32
1;9;1;75101;910;541;537;DURAND;47;2;2;32
1;9;1;75101;910;541;537;VOLGANLI;1;2;2;32
1;9;1;75101;910;541;537;GHEIOUECHE;4;2;2;32
1;9;1;75101;910;541;537;LAMASSOURE;192;2;2;32
1;9;1;75101;910;541;537;FEO;0;2;2;32
1;9;1;75101;910;541;537;PAILLARD;0;2;2;32
1;9;1;75101;910;541;537;MBELLA;0;2;2;32
1;9;1;75101;910;541;537;DE SARNEZ;78;2;2;32
1;9;1;75101;910;541;537;PATAS D'ILLIERS;0;2;2;32
1;9;1;75101;910;541;537;GRIMAL;0;2;2;32
1;9;1;75101;910;541;537;JAMET;26;2;2;32
1;9;1;75101;910;541;537;GUYOT;1;2;2;32
1;9;1;75101;910;541;537;DE HAAS;2;2;2;32
1;9;1;75101;910;541;537;GOVERNATORI;9;2;2;32
1;9;1;75101;910;541;537;BERÈS;57;2;2;32
1;9;1;75101;910;541;537;LE HYARIC;8;2;2;32
1;9;1;75101;910;541;537;MAYEROWITZ;0;2;2;32
1;9;1;75101;910;541;537;LEPAPE;0;2;2;32
1;9;1;75101;910;541;537;ASSELINEAU;1;2;2;32
1;9;1;75101;910;541;537;DELANOË;0;2;2;32
1;9;1;75101;910;541;537;ARTHAUD;1;2;2;32
1;9;1;75101;910;541;537;VERMOREL;4;2;2;32
1;9;1;75101;910;541;537;LARROUTUROU;13;2;2;32
1;9;1;75101;910;541;537;LEPAGE;12;2;2;32
1;9;1;75101;910;541;537;DE GOUYON MATIGNON DE PON;4;2;2;32
1;9;1;75101;910;541;537;BOUTIN;4;2;2;32
1;9;1;75101;910;541;537;CHAUPRADE;48;2;2;32
1;9;1;75101;910;541;537;BESANCENOT;2;2;2;32
1;10;1;75101;823;426;419;LE SCORNET;0;5;2;21
1;10;1;75101;823;426;419;BORDRY;17;5;2;21
1;10;1;75101;823;426;419;TOPLA;0;5;2;21
1;10;1;75101;823;426;419;DURAND;28;5;2;21
1;10;1;75101;823;426;419;VOLGANLI;0;5;2;21
1;10;1;75101;823;426;419;GHEIOUECHE;1;5;2;21
1;10;1;75101;823;426;419;LAMASSOURE;175;5;2;21
1;10;1;75101;823;426;419;FEO;0;5;2;21
1;10;1;75101;823;426;419;PAILLARD;0;5;2;21
1;10;1;75101;823;426;419;MBELLA;2;5;2;21
1;10;1;75101;823;426;419;DE SARNEZ;45;5;2;21
1;10;1;75101;823;426;419;PATAS D'ILLIERS;0;5;2;21
1;10;1;75101;823;426;419;GRIMAL;0;5;2;21
1;10;1;75101;823;426;419;JAMET;8;5;2;21
1;10;1;75101;823;426;419;GUYOT;0;5;2;21
1;10;1;75101;823;426;419;DE HAAS;1;5;2;21
1;10;1;75101;823;426;419;GOVERNATORI;9;5;2;21
1;10;1;75101;823;426;419;BERÈS;57;5;2;21
1;10;1;75101;823;426;419;LE HYARIC;8;5;2;21
1;10;1;75101;823;426;419;MAYEROWITZ;0;5;2;21
1;10;1;75101;823;426;419;LEPAPE;0;5;2;21
1;10;1;75101;823;426;419;ASSELINEAU;0;5;2;21
1;10;1;75101;823;426;419;DELANOË;0;5;2;21
1;10;1;75101;823;426;419;ARTHAUD;0;5;2;21
1;10;1;75101;823;426;419;VERMOREL;4;5;2;21
1;10;1;75101;823;426;419;LARROUTUROU;7;5;2;21
1;10;1;75101;823;426;419;LEPAGE;6;5;2;21
1;10;1;75101;823;426;419;DE GOUYON MATIGNON DE PON;1;5;2;21
1;10;1;75101;823;426;419;BOUTIN;9;5;2;21
1;10;1;75101;823;426;419;CHAUPRADE;41;5;2;21
1;10;1;75101;823;426;419;BESANCENOT;0;5;2;21
2;1;1;75102;1006;541;536;LE SCORNET;0;5;0;23
2;1;1;75102;1006;541;536;BORDRY;14;5;0;23
2;1;1;75102;1006;541;536;TOPLA;0;5;0;23
2;1;1;75102;1006;541;536;DURAND;63;5;0;23
2;1;1;75102;1006;541;536;VOLGANLI;1;5;0;23
2;1;1;75102;1006;541;536;GHEIOUECHE;2;5;0;23
2;1;1;75102;1006;541;536;LAMASSOURE;154;5;0;23
2;1;1;75102;1006;541;536;FEO;0;5;0;23
2;1;1;75102;1006;541;536;PAILLARD;1;5;0;23
2;1;1;75102;1006;541;536;MBELLA;0;5;0;23
2;1;1;75102;1006;541;536;DE SARNEZ;87;5;0;23
2;1;1;75102;1006;541;536;PATAS D'ILLIERS;0;5;0;23
2;1;1;75102;1006;541;536;GRIMAL;0;5;0;23
2;1;1;75102;1006;541;536;JAMET;17;5;0;23
2;1;1;75102;1006;541;536;GUYOT;2;5;0;23
2;1;1;75102;1006;541;536;DE HAAS;0;5;0;23
2;1;1;75102;1006;541;536;GOVERNATORI;8;5;0;23
2;1;1;75102;1006;541;536;BERÈS;84;5;0;23
2;1;1;75102;1006;541;536;LE HYARIC;18;5;0;23
2;1;1;75102;1006;541;536;MAYEROWITZ;0;5;0;23
2;1;1;75102;1006;541;536;LEPAPE;0;5;0;23
2;1;1;75102;1006;541;536;ASSELINEAU;2;5;0;23
2;1;1;75102;1006;541;536;DELANOË;0;5;0;23
2;1;1;75102;1006;541;536;ARTHAUD;1;5;0;23
2;1;1;75102;1006;541;536;VERMOREL;3;5;0;23
2;1;1;75102;1006;541;536;LARROUTUROU;17;5;0;23
2;1;1;75102;1006;541;536;LEPAGE;9;5;0;23
2;1;1;75102;1006;541;536;DE GOUYON MATIGNON DE PON;0;5;0;23
2;1;1;75102;1006;541;536;BOUTIN;8;5;0;23
2;1;1;75102;1006;541;536;CHAUPRADE;45;5;0;23
2;1;1;75102;1006;541;536;BESANCENOT;0;5;0;23
2;2;1;75102;883;466;458;LE SCORNET;0;7;1;25
2;2;1;75102;883;466;458;BORDRY;14;7;1;25
2;2;1;75102;883;466;458;TOPLA;0;7;1;25
2;2;1;75102;883;466;458;DURAND;61;7;1;25
2;2;1;75102;883;466;458;VOLGANLI;1;7;1;25
2;2;1;75102;883;466;458;GHEIOUECHE;2;7;1;25
2;2;1;75102;883;466;458;LAMASSOURE;118;7;1;25
2;2;1;75102;883;466;458;FEO;1;7;1;25
2;2;1;75102;883;466;458;PAILLARD;0;7;1;25
2;2;1;75102;883;466;458;MBELLA;0;7;1;25
2;2;1;75102;883;466;458;DE SARNEZ;74;7;1;25
2;2;1;75102;883;466;458;PATAS D'ILLIERS;1;7;1;25
2;2;1;75102;883;466;458;GRIMAL;1;7;1;25
2;2;1;75102;883;466;458;JAMET;18;7;1;25
2;2;1;75102;883;466;458;GUYOT;6;7;1;25
2;2;1;75102;883;466;458;DE HAAS;0;7;1;25
2;2;1;75102;883;466;458;GOVERNATORI;5;7;1;25
2;2;1;75102;883;466;458;BERÈS;56;7;1;25
2;2;1;75102;883;466;458;LE HYARIC;12;7;1;25
2;2;1;75102;883;466;458;MAYEROWITZ;0;7;1;25
2;2;1;75102;883;466;458;LEPAPE;0;7;1;25
2;2;1;75102;883;466;458;ASSELINEAU;4;7;1;25
2;2;1;75102;883;466;458;DELANOË;0;7;1;25
2;2;1;75102;883;466;458;ARTHAUD;0;7;1;25
2;2;1;75102;883;466;458;VERMOREL;4;7;1;25
2;2;1;75102;883;466;458;LARROUTUROU;16;7;1;25
2;2;1;75102;883;466;458;LEPAGE;13;7;1;25
2;2;1;75102;883;466;458;DE GOUYON MATIGNON DE PON;0;7;1;25
2;2;1;75102;883;466;458;BOUTIN;11;7;1;25
2;2;1;75102;883;466;458;CHAUPRADE;40;7;1;25
2;2;1;75102;883;466;458;BESANCENOT;0;7;1;25
2;3;1;75102;801;378;376;LE SCORNET;0;1;1;16
2;3;1;75102;801;378;376;BORDRY;20;1;1;16
2;3;1;75102;801;378;376;TOPLA;0;1;1;16
2;3;1;75102;801;378;376;DURAND;42;1;1;16
2;3;1;75102;801;378;376;VOLGANLI;0;1;1;16
2;3;1;75102;801;378;376;GHEIOUECHE;0;1;1;16
2;3;1;75102;801;378;376;LAMASSOURE;119;1;1;16
2;3;1;75102;801;378;376;FEO;0;1;1;16
2;3;1;75102;801;378;376;PAILLARD;0;1;1;16
2;3;1;75102;801;378;376;MBELLA;0;1;1;16
2;3;1;75102;801;378;376;DE SARNEZ;48;1;1;16
2;3;1;75102;801;378;376;PATAS D'ILLIERS;0;1;1;16
2;3;1;75102;801;378;376;GRIMAL;0;1;1;16
2;3;1;75102;801;378;376;JAMET;12;1;1;16
2;3;1;75102;801;378;376;GUYOT;1;1;1;16
2;3;1;75102;801;378;376;DE HAAS;0;1;1;16
2;3;1;75102;801;378;376;GOVERNATORI;5;1;1;16
2;3;1;75102;801;378;376;BERÈS;64;1;1;16
2;3;1;75102;801;378;376;LE HYARIC;2;1;1;16
2;3;1;75102;801;378;376;MAYEROWITZ;0;1;1;16
2;3;1;75102;801;378;376;LEPAPE;0;1;1;16
2;3;1;75102;801;378;376;ASSELINEAU;0;1;1;16
2;3;1;75102;801;378;376;DELANOË;0;1;1;16
2;3;1;75102;801;378;376;ARTHAUD;0;1;1;16
2;3;1;75102;801;378;376;VERMOREL;1;1;1;16
2;3;1;75102;801;378;376;LARROUTUROU;7;1;1;16
2;3;1;75102;801;378;376;LEPAGE;4;1;1;16
2;3;1;75102;801;378;376;DE GOUYON MATIGNON DE PON;0;1;1;16
2;3;1;75102;801;378;376;BOUTIN;4;1;1;16
2;3;1;75102;801;378;376;CHAUPRADE;46;1;1;16
2;3;1;75102;801;378;376;BESANCENOT;1;1;1;16
2;4;1;75102;1275;631;626;LE SCORNET;0;3;2;29
2;4;1;75102;1275;631;626;BORDRY;17;3;2;29
2;4;1;75102;1275;631;626;TOPLA;0;3;2;29
2;4;1;75102;1275;631;626;DURAND;113;3;2;29
2;4;1;75102;1275;631;626;VOLGANLI;0;3;2;29
2;4;1;75102;1275;631;626;GHEIOUECHE;3;3;2;29
2;4;1;75102;1275;631;626;LAMASSOURE;139;3;2;29
2;4;1;75102;1275;631;626;FEO;0;3;2;29
2;4;1;75102;1275;631;626;PAILLARD;0;3;2;29
2;4;1;75102;1275;631;626;MBELLA;0;3;2;29
2;4;1;75102;1275;631;626;DE SARNEZ;79;3;2;29
2;4;1;75102;1275;631;626;PATAS D'ILLIERS;0;3;2;29
2;4;1;75102;1275;631;626;GRIMAL;0;3;2;29
2;4;1;75102;1275;631;626;JAMET;5;3;2;29
2;4;1;75102;1275;631;626;GUYOT;1;3;2;29
2;4;1;75102;1275;631;626;DE HAAS;1;3;2;29
2;4;1;75102;1275;631;626;GOVERNATORI;5;3;2;29
2;4;1;75102;1275;631;626;BERÈS;144;3;2;29
2;4;1;75102;1275;631;626;LE HYARIC;27;3;2;29
2;4;1;75102;1275;631;626;MAYEROWITZ;0;3;2;29
2;4;1;75102;1275;631;626;LEPAPE;0;3;2;29
2;4;1;75102;1275;631;626;ASSELINEAU;3;3;2;29
2;4;1;75102;1275;631;626;DELANOË;0;3;2;29
2;4;1;75102;1275;631;626;ARTHAUD;0;3;2;29
2;4;1;75102;1275;631;626;VERMOREL;2;3;2;29
2;4;1;75102;1275;631;626;LARROUTUROU;21;3;2;29
2;4;1;75102;1275;631;626;LEPAGE;17;3;2;29
2;4;1;75102;1275;631;626;DE GOUYON MATIGNON DE PON;0;3;2;29
2;4;1;75102;1275;631;626;BOUTIN;12;3;2;29
2;4;1;75102;1275;631;626;CHAUPRADE;36;3;2;29
2;4;1;75102;1275;631;626;BESANCENOT;1;3;2;29
2;5;1;75102;1242;674;663;LE SCORNET;0;10;1;47
2;5;1;75102;1242;674;663;BORDRY;16;10;1;47
2;5;1;75102;1242;674;663;TOPLA;0;10;1;47
2;5;1;75102;1242;674;663;DURAND;134;10;1;47
2;5;1;75102;1242;674;663;VOLGANLI;1;10;1;47
2;5;1;75102;1242;674;663;GHEIOUECHE;1;10;1;47
2;5;1;75102;1242;674;663;LAMASSOURE;121;10;1;47
2;5;1;75102;1242;674;663;FEO;0;10;1;47
2;5;1;75102;1242;674;663;PAILLARD;0;10;1;47
